"Reporter","ReporterName","Partner","PartnerName","Year","TL","TrfLineDescription","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate"
"156","China","000"," World",2023,3032400,"--Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",,0,2,10,""
"156","China","000"," World",2023,3032500,"--Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",,0,2,10,""
"156","China","000"," World",2023,3032600,"--Eels (Anguilla spp.)",,0,2,10,""
"156","China","000"," World",2023,3032900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3033110,"---Greenland halibut",,0,2,7,""
"156","China","000"," World",2023,3033190,"---Other",,0,2,10,""
"156","China","000"," World",2023,3033200,"--Plaice (Pleuronectes platessa)",,0,2,7,""
"156","China","000"," World",2023,3033300,"--Sole (Solea spp.)",,0,2,7,""
"156","China","000"," World",2023,3033400,"--Turbots (Psetta maxima)",,0,2,7,""
"156","China","000"," World",2023,3033900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3034100,"--Albacore or longfinned tunas (Thunnus alalunga)",,0,2,7,""
"156","China","000"," World",2023,3034200,"--Yellowfin tunas (Thunnus albacares)",,0,2,7,""
"156","China","000"," World",2023,3034300,"--Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",,0,2,7,""
"156","China","000"," World",2023,3034400,"--Bigeye tunas (Thunnus obesus)",,0,2,7,""
"156","China","000"," World",2023,3034510,"---Atlantic bluefin tunas (Thunnus thynnus)",,0,2,7,""
"156","China","000"," World",2023,3034520,"---Pacific bluefin tunas (Thunnus orientalis)",,0,2,7,""
"156","China","000"," World",2023,3034600,"--Southern bluefin tunas (Thunnus maccoyii)",,0,2,7,""
"156","China","000"," World",2023,3034900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3035100,"--Herrings (Clupea harengus, Clupea pallasii)",,0,2,7,""
"156","China","000"," World",2023,3035300,"--Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",,0,2,7,""
"156","China","000"," World",2023,3035400,"--Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",,0,2,7,""
"156","China","000"," World",2023,3035500,"--Jack and horse mackerel (Trachurus spp.)",,0,2,7,""
"156","China","000"," World",2023,3035600,"--Cobia (Rachycentron canadum)",,0,2,7,""
"156","China","000"," World",2023,3035700,"--Swordfish (Xiphias gladius)",,0,2,7,""
"156","China","000"," World",2023,3035910,"---Silver pomfrets (Pampus spp.)",,0,2,7,""
"156","China","000"," World",2023,3035990,"---Other",,0,2,7,""
"156","China","000"," World",2023,3036300,"--Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,0,2,7,""
"156","China","000"," World",2023,3036400,"--Haddock (Melanogrammus aeglefinus)",,0,2,7,""
"156","China","000"," World",2023,3036500,"--Coalfish (Pollachius virens)",,0,2,7,""
"156","China","000"," World",2023,3036600,"--Hake (Merluccius spp., Urophycis spp.)",,0,2,7,""
"156","China","000"," World",2023,3036700,"--Alaska Pollock (Theragra chalcogramma)",,0,2,7,""
"156","China","000"," World",2023,3036800,"--Blue whitings (Micromesistius poutassou, Micromesistius australis)",,0,2,7,""
"156","China","000"," World",2023,3036900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3038100,"--Dogfish and other sharks",,0,2,7,""
"156","China","000"," World",2023,3038200,"--Rays and skates (Rajidae)",,0,2,7,""
"156","China","000"," World",2023,3038300,"--Toothfish (Dissostichus spp.)",,0,2,7,""
"156","China","000"," World",2023,3038400,"--Seabass (Dicentrarchus spp.)",,0,2,7,""
"156","China","000"," World",2023,3038910,"---Scabbard fish (Trichiurus)",,0,2,7,""
"156","China","000"," World",2023,3038920,"---Yellow croaker (Pseudosicaena)",,0,2,7,""
"156","China","000"," World",2023,3038930,"---Butterfish (Pampus spp.)",,0,2,7,""
"156","China","000"," World",2023,3038990,"---Other",,0,2,7,""
"156","China","000"," World",2023,3039100,"--Livers, roes and milt",,0,2,7,""
"156","China","000"," World",2023,3039200,"--Shark fins",,0,2,12,""
"156","China","000"," World",2023,3039900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3043100,"--Tilapias (Oreochromis spp.)",,0,2,7,""
"156","China","000"," World",2023,3043200,"--Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",,0,2,7,""
"156","China","000"," World",2023,3043300,"--Nile Perch (Lates niloticus)",,0,2,7,""
"156","China","000"," World",2023,3043900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3044100,"--Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha,Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",,0,2,7,""
"156","China","000"," World",2023,3044200,"--Trout (Salmo trutta, Onco-rhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",,0,2,7,""
"156","China","000"," World",2023,3044300,"--Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",,0,2,7,""
"156","China","000"," World",2023,3044400,"--Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",,0,2,7,""
